node,type
GO:0007568,bio
GO:0007584,bio
GO:0007586,bio
GO:0007588,bio
GO:0007595,bio
GO:0030879,bio
GO:0007596,bio
GO:0050817,bio
GO:0007599,bio
GO:0007597,bio
GO:0072378,bio
GO:0050877,bio
GO:0007601,bio
GO:0050953,bio
GO:0007602,bio
GO:0007603,bio
GO:0007605,bio
GO:0007611,bio
GO:0050890,bio
GO:0007612,bio
GO:0007613,bio
GO:0007614,bio
GO:0007616,bio
GO:0007623,bio
GO:0007624,bio
GO:0007631,bio
GO:0009416,bio
GO:0007634,bio
GO:0008015,bio
GO:0060047,bio
GO:0008045,bio
GO:0008053,bio
GO:0061025,bio
GO:0048284,bio
GO:0008064,bio
GO:0008154,bio
GO:0110053,bio
GO:0008088,bio
GO:0008089,bio
GO:0008090,bio
GO:0008104,bio
GO:0008156,bio
GO:0008216,bio
GO:0008219,bio
GO:0008228,bio
GO:0008272,bio
GO:0008277,bio
GO:0008283,bio
GO:0042127,bio
GO:0008285,bio
GO:0008286,bio
GO:0032869,bio
GO:0008292,bio
GO:0008299,bio
GO:0008333,bio
GO:0008340,bio
GO:0010259,bio
GO:0008344,bio
GO:0030534,bio
GO:0008347,bio
GO:0042063,bio
GO:0008360,bio
GO:0022604,bio
GO:0008406,bio
GO:0045137,bio
GO:0008535,bio
GO:0017004,bio
GO:0008542,bio
GO:0008543,bio
GO:0044344,bio
GO:0008544,bio
GO:0009888,bio
GO:0008584,bio
GO:0008588,bio
GO:0042346,bio
GO:0008593,bio
GO:0008594,bio
GO:0008595,bio
GO:0008608,bio
GO:0008611,bio
GO:0046485,bio
GO:0008612,bio
GO:0018205,bio
GO:0008625,bio
GO:0097191,bio
GO:0008626,bio
GO:0008630,bio
GO:0097193,bio
GO:0008631,bio
GO:0008635,bio
GO:0008654,bio
GO:0009051,bio
GO:0045333,bio
GO:0046395,bio
GO:0009086,bio
GO:0009087,bio
GO:0009113,bio
GO:0009115,bio
GO:1901292,bio
GO:0009142,bio
GO:0009143,bio
GO:0009191,bio
GO:0009223,bio
GO:0009234,bio
GO:0009235,bio
GO:0009236,bio
GO:0009249,bio
GO:0033692,bio
GO:0046390,bio
GO:0009266,bio
GO:0009267,bio
GO:0042594,bio
GO:0031669,bio
GO:0009298,bio
GO:0019673,bio
GO:0009299,bio
GO:0009301,bio
GO:0016073,bio
GO:0009303,bio
GO:0009305,bio
GO:0009306,bio
GO:0009308,bio
GO:0009311,bio
GO:0009312,bio
GO:0009313,bio
GO:0009314,bio
GO:0009386,bio
GO:0046434,bio
GO:0009403,bio
GO:0009404,bio
GO:0009408,bio
GO:0009410,bio
GO:0009411,bio
GO:0009436,bio
GO:0046487,bio
GO:0046185,bio
GO:0009437,bio
GO:0009438,bio
GO:0009446,bio
GO:0009447,bio
GO:0009450,bio
GO:0051606,bio
GO:0009597,bio
GO:0009615,bio
GO:0009611,bio
GO:0009636,bio
GO:0009650,bio
GO:0009651,bio
GO:0009725,bio
GO:0009749,bio
GO:0009750,bio
GO:0032870,bio
GO:0009791,bio
GO:0009804,bio
GO:0009812,bio
GO:0009820,bio
GO:0009822,bio
GO:0009838,bio
GO:0009890,bio
GO:0009893,bio
GO:0009913,bio
GO:0009914,bio
GO:0009953,bio
GO:0009972,bio
GO:0009991,bio
GO:0010002,bio
GO:0048863,bio
GO:0010038,bio
GO:0010039,bio
GO:0010040,bio
GO:0010042,bio
GO:0010043,bio
GO:0010107,bio
GO:0071805,bio
GO:0015992,bio
GO:0043269,bio
GO:0010165,bio
GO:0010212,bio
GO:0010216,bio
GO:0010224,bio
GO:0010225,bio
GO:0010248,bio
GO:0034220,bio
GO:0010255,bio
GO:0071333,bio
GO:0010269,bio
GO:0010273,bio
GO:0010288,bio
GO:0010310,bio
GO:0042743,bio
GO:2000377,bio
GO:0010324,bio
GO:0010332,bio
GO:0032412,bio
GO:0010360,bio
GO:0010389,bio
GO:1902749,bio
GO:0010390,bio
GO:0016574,bio
GO:0010430,bio
GO:0010447,bio
GO:0034968,bio
GO:0010453,bio
GO:0045595,bio
GO:0045596,bio
GO:0045597,bio
GO:0010457,bio
GO:0010459,bio
GO:0010460,bio
GO:0045823,bio
GO:0010466,bio
GO:0045861,bio
GO:0051346,bio
GO:0010470,bio
GO:0045995,bio
GO:0010498,bio
GO:0010499,bio
GO:0010501,bio
GO:0010506,bio
GO:0010507,bio
GO:0010508,bio
GO:0010510,bio
GO:0010512,bio
GO:0071072,bio
GO:0010513,bio
GO:0010517,bio
GO:0010518,bio
GO:0060193,bio
GO:0010519,bio
GO:0060192,bio
GO:0060402,bio
GO:0051924,bio
GO:0060341,bio
GO:0010523,bio
GO:0051926,bio
GO:0010524,bio
GO:0051928,bio
GO:0010529,bio
GO:0042976,bio
GO:0050730,bio
GO:0046425,bio
GO:0010536,bio
GO:0046427,bio
GO:0050731,bio
GO:0010543,bio
GO:0030168,bio
GO:0030193,bio
GO:0010544,bio
GO:0030195,bio
GO:0010559,bio
GO:0010560,bio
GO:1903020,bio
GO:0031328,bio
GO:1903019,bio
GO:0010569,bio
GO:2000779,bio
GO:0010573,bio
GO:0010574,bio
GO:0010575,bio
GO:0010578,bio
GO:0010586,bio
GO:0010587,bio
GO:0010591,bio
GO:0030032,bio
GO:0010592,bio
GO:0010593,bio
GO:0010594,bio
GO:0043542,bio
GO:0010632,bio
GO:0010595,bio
GO:0010634,bio
GO:0010596,bio
GO:0010633,bio
GO:0010603,bio
GO:0033962,bio
GO:1902115,bio
GO:0010606,bio
GO:1902117,bio
GO:0010611,bio
GO:0010613,bio
GO:0010614,bio
GO:0014010,bio
GO:0010626,bio
GO:0060253,bio
GO:0010628,bio
GO:0010631,bio
GO:0010821,bio
GO:0010636,bio
GO:0010822,bio
GO:0010637,bio
GO:0010823,bio
GO:0010638,bio
GO:0033043,bio
GO:0048008,bio
GO:0010641,bio
GO:0010642,bio
GO:0010644,bio
GO:0010649,bio
GO:0010656,bio
GO:0010657,bio
GO:0043066,bio
GO:0042981,bio
GO:0043065,bio
GO:0010666,bio
GO:0010667,bio
GO:0010668,bio
GO:0010669,bio
GO:0044262,bio
GO:0010921,bio
GO:0010693,bio
GO:0010923,bio
GO:0010710,bio
GO:0030574,bio
GO:0010712,bio
GO:0032963,bio
GO:0010715,bio
GO:0022617,bio
GO:0010716,bio
GO:1903054,bio
GO:0010717,bio
GO:0010718,bio
GO:0010719,bio
GO:0010722,bio
GO:0010724,bio
GO:0045646,bio
GO:2000379,bio
GO:0010727,bio
GO:2000378,bio
GO:0050665,bio
GO:1903426,bio
GO:0010729,bio
GO:1903428,bio
GO:0010734,bio
GO:0010735,bio
GO:0010737,bio
GO:0010738,bio
GO:0010739,bio
GO:1902533,bio
GO:0010742,bio
GO:0010744,bio
GO:0010745,bio
GO:0010748,bio
GO:0010750,bio
GO:0010751,bio
GO:0019934,bio
GO:0010754,bio
GO:0031639,bio
GO:0070613,bio
GO:0010756,bio
GO:0010757,bio
GO:0010955,bio
GO:0048246,bio
GO:0010759,bio
GO:0071622,bio
GO:0010760,bio
GO:0010761,bio
GO:0010762,bio
GO:0010763,bio
GO:0010764,bio
GO:0010765,bio
GO:0043270,bio
GO:0010766,bio
GO:0043618,bio
GO:0034644,bio
GO:0010768,bio
GO:0010792,bio
GO:0010793,bio
GO:0033157,bio
GO:0010796,bio
GO:0051036,bio
GO:0018107,bio
GO:0010800,bio
GO:0010801,bio
GO:0010803,bio
GO:0033209,bio
GO:0010804,bio
GO:0045785,bio
GO:0010813,bio
GO:0010814,bio
GO:0010815,bio
GO:0010816,bio
GO:0010818,bio
GO:0072678,bio
GO:0048247,bio
GO:0010819,bio
GO:0010820,bio
GO:2000406,bio
GO:0010824,bio
GO:0046605,bio
GO:0010826,bio
GO:1904659,bio
GO:0010828,bio
GO:0010829,bio
GO:0034763,bio
GO:0014902,bio
GO:0010831,bio
GO:0010832,bio
GO:0010835,bio
GO:0010836,bio
GO:0010837,bio
GO:0043616,bio
GO:0010838,bio
GO:0010839,bio
GO:0010847,bio
GO:0010862,bio
GO:0060389,bio
GO:0060393,bio
GO:0010866,bio
GO:0019432,bio
GO:0090207,bio
GO:0010867,bio
GO:0046889,bio
GO:0010869,bio
GO:0032800,bio
GO:0010870,bio
GO:0010871,bio
GO:0010872,bio
GO:0034435,bio
GO:0010873,bio
GO:0010874,bio
GO:0033344,bio
GO:0032374,bio
GO:0010875,bio
GO:0032376,bio
GO:0010878,bio
GO:0019915,bio
GO:0010880,bio
GO:0014808,bio
GO:0051279,bio
GO:0010881,bio
GO:0010882,bio
GO:0019722,bio
GO:0055117,bio
GO:0010883,bio
GO:0010884,bio
GO:0010886,bio
GO:0010887,bio
GO:0010888,bio
GO:0030730,bio
GO:0010890,bio
GO:0010891,bio
GO:0010894,bio
GO:0019433,bio
GO:0010897,bio
GO:0050995,bio
GO:0010898,bio
GO:0050996,bio
GO:0034638,bio
GO:0010900,bio
GO:0034372,bio
GO:0010902,bio
GO:0010903,bio
GO:0010907,bio
GO:0015012,bio
GO:0010909,bio
GO:0043085,bio
GO:0034447,bio
GO:0010916,bio
GO:0010917,bio
GO:0051881,bio
GO:0045837,bio
GO:0010918,bio
GO:0045838,bio
GO:0032958,bio
GO:0010920,bio
GO:0035303,bio
GO:0010922,bio
GO:0051345,bio
GO:0010925,bio
GO:0010936,bio
GO:0070265,bio
GO:0010941,bio
GO:0010940,bio
GO:0010942,bio
GO:0010944,bio
GO:0010949,bio
GO:0010950,bio
GO:0010952,bio
GO:0052548,bio
GO:0010951,bio
GO:0045862,bio
GO:1903319,bio
GO:0010956,bio
GO:0010957,bio
GO:0032769,bio
GO:0010960,bio
GO:0051306,bio
GO:1905818,bio
GO:0010966,bio
GO:0044070,bio
GO:0010968,bio
GO:0031113,bio
GO:0010971,bio
GO:1902751,bio
GO:0010972,bio
GO:1902750,bio
GO:0010975,bio
GO:0031175,bio
GO:0045664,bio
GO:0010976,bio
GO:0031346,bio
GO:0045666,bio
GO:0010977,bio
GO:0045665,bio
GO:0051341,bio
GO:0010980,bio
GO:0051353,bio
GO:0034384,bio
GO:0010987,bio
GO:0010988,bio
GO:0034383,bio
GO:0010989,bio
GO:0043254,bio
GO:0010991,bio
GO:0090101,bio
GO:0031333,bio
GO:0010992,bio
GO:0010994,bio
GO:0010998,bio
GO:0014002,bio
GO:0048708,bio
GO:0014003,bio
GO:0048709,bio
GO:0014005,bio
GO:0050767,bio
GO:0050768,bio
GO:0014029,bio
GO:0014033,bio
GO:0048864,bio
GO:0014036,bio
GO:0014041,bio
GO:0046883,bio
GO:0014063,bio
GO:1903531,bio
GO:0014065,bio
GO:0048015,bio
GO:0014066,bio
GO:0014067,bio
GO:0014068,bio
GO:0014070,bio
GO:0014074,bio
GO:0060537,bio
GO:0014819,bio
GO:0014728,bio
GO:0014739,bio
GO:0014807,bio
GO:1903514,bio
GO:0014816,bio
GO:0035914,bio
GO:0014824,bio
GO:0014826,bio
GO:0014827,bio
GO:0042310,bio
GO:0014834,bio
GO:0043403,bio
GO:0014842,bio
GO:0014843,bio
GO:0014850,bio
GO:0033002,bio
GO:0014861,bio
GO:0014889,bio
GO:0014891,bio
GO:0014898,bio
GO:0014904,bio
GO:0014909,bio
GO:0014910,bio
GO:0014911,bio
GO:0014912,bio
GO:0014916,bio
GO:0030201,bio
GO:0030166,bio
GO:0015014,bio
GO:0015015,bio
GO:0045184,bio
GO:0015670,bio
GO:0015677,bio
GO:0015684,bio
GO:0015692,bio
GO:0015693,bio
GO:0015695,bio
GO:0015697,bio
GO:0015701,bio
GO:0015711,bio
GO:0015705,bio
GO:0015908,bio
GO:0015739,bio
GO:0015742,bio
GO:0051181,bio
GO:0015746,bio
GO:0015747,bio
GO:0015760,bio
GO:0015791,bio
GO:0015793,bio
GO:0015805,bio
GO:0015808,bio
GO:0015809,bio
GO:0015810,bio
GO:0015811,bio
GO:0015813,bio
GO:0015816,bio
GO:0015817,bio
GO:0015822,bio
GO:0015824,bio
GO:0015825,bio
GO:0015826,bio
GO:0015837,bio
GO:0015855,bio
GO:0015858,bio
GO:0015865,bio
GO:0015866,bio
GO:0015867,bio
GO:0015872,bio
GO:0015879,bio
GO:0015881,bio
GO:0015882,bio
GO:0035461,bio
GO:0015884,bio
GO:0051180,bio
GO:0015886,bio
GO:0015889,bio
GO:0042493,bio
GO:0015909,bio
GO:0015910,bio
GO:0015914,bio
GO:0015917,bio
GO:0015918,bio
GO:0015920,bio
GO:0015936,bio
GO:0015937,bio
GO:0015939,bio
GO:0015966,bio
GO:1902600,bio
GO:0016024,bio
GO:0016032,bio
GO:0016045,bio
GO:0040007,bio
GO:0016077,bio
GO:0016078,bio
GO:0016095,bio
GO:0016098,bio
GO:0016139,bio
GO:0016180,bio
GO:0016197,bio
GO:0048634,bio
GO:0016226,bio
GO:0016233,bio
GO:0016236,bio
GO:0016239,bio
GO:0016241,bio
GO:0016240,bio
GO:0097352,bio
GO:0016242,bio
GO:0016243,bio
GO:0016256,bio
GO:0016264,bio
GO:0016322,bio
GO:0016339,bio
GO:0016358,bio
GO:0016441,bio
GO:0016446,bio
GO:0016479,bio
GO:0016480,bio
GO:0016488,bio
GO:0016525,bio
GO:0045765,bio
GO:0016540,bio
GO:0016557,bio
GO:0044091,bio
GO:0016558,bio
GO:0065002,bio
GO:0016559,bio
GO:0016560,bio
GO:0016561,bio
GO:0032446,bio
GO:0016570,bio
GO:0016571,bio
GO:0016572,bio
GO:0016573,bio
GO:0018393,bio
GO:0016575,bio
GO:0016576,bio
GO:0016577,bio
GO:0016578,bio
GO:0016579,bio
GO:0016584,bio
GO:0016601,bio
GO:0016925,bio
GO:0016973,bio
GO:0016999,bio
GO:0017015,bio
GO:0017055,bio
GO:0051123,bio
GO:0060633,bio
GO:0045898,bio
GO:0017121,bio
GO:0097035,bio
GO:0017145,bio
GO:0017148,bio
GO:0032269,bio
GO:0017157,bio
GO:0060627,bio
GO:0017158,bio
GO:0017185,bio
GO:0018126,bio
GO:0017186,bio
GO:0017187,bio
GO:0018003,bio
GO:0018008,bio
GO:0018022,bio
GO:0018023,bio
GO:0018026,bio
GO:0018027,bio
GO:0018057,bio
GO:0018158,bio
GO:0018076,bio
GO:0018394,bio
GO:0018094,bio
GO:0018101,bio
GO:0018105,bio
GO:0018119,bio
GO:0018146,bio
GO:0042339,bio
GO:0018149,bio
GO:0018171,bio
GO:0018206,bio
GO:0018216,bio
GO:0018230,bio
GO:0018345,bio
GO:0018242,bio
GO:0018243,bio
GO:0018272,bio
GO:0018279,bio
GO:0018283,bio
GO:0018293,bio
GO:0018312,bio
GO:0018343,bio
GO:0018344,bio
GO:0018364,bio
GO:0018401,bio
GO:0019511,bio
GO:0043687,bio
GO:0018916,bio
GO:0019048,bio
GO:0019049,bio
GO:0019050,bio
GO:0033668,bio
GO:0019060,bio
GO:0019062,bio
GO:0019064,bio
GO:0019065,bio
GO:0019068,bio
GO:0019074,bio
GO:0019076,bio
GO:0019079,bio
GO:0019086,bio
GO:0019087,bio
GO:0019089,bio
GO:0019216,bio
GO:0019217,bio
GO:0071345,bio
GO:0019228,bio
GO:0097746,bio
GO:0019233,bio
GO:0019240,bio
GO:0019249,bio
GO:0019254,bio
GO:0019265,bio
GO:0019276,bio
GO:0019322,bio
GO:0019343,bio
GO:0019344,bio
GO:0019346,bio
GO:0050667,bio
GO:0019348,bio
GO:0019367,bio
GO:0030497,bio
GO:0019369,bio
GO:0019370,bio
GO:0019371,bio
GO:0019372,bio
GO:0019373,bio
GO:0019377,bio
GO:0046466,bio
GO:0019388,bio
GO:0034440,bio
GO:0044275,bio
GO:0019408,bio
GO:0019430,bio
GO:0098869,bio
GO:0046464,bio
GO:0019441,bio
GO:0070189,bio
GO:0019448,bio
GO:0019464,bio
GO:0019470,bio
GO:0019478,bio
GO:0019481,bio
GO:0042853,bio
GO:0019509,bio
GO:0071267,bio
GO:0019530,bio
GO:0019532,bio
GO:0019546,bio
GO:0019695,bio
GO:0043545,bio
GO:0042592,bio
GO:0042742,bio
GO:0019732,bio
GO:0050832,bio
GO:0019805,bio
GO:0019827,bio
GO:0019835,bio
GO:0019836,bio
GO:0019852,bio
GO:0019885,bio
GO:0019886,bio
GO:0019896,bio
GO:0047497,bio
GO:0019985,bio
GO:0021532,bio
GO:0021915,bio
GO:0021533,bio
GO:0021537,bio
GO:0021540,bio
GO:0021545,bio
GO:0021549,bio
GO:0021554,bio
GO:0021559,bio
GO:0021591,bio
GO:0021599,bio
GO:0021650,bio
GO:0021678,bio
GO:0021695,bio
GO:0021707,bio
GO:0021757,bio
GO:0021758,bio
GO:0021759,bio
GO:0021766,bio
GO:0021772,bio
GO:0021773,bio
GO:0021795,bio
GO:0021987,bio
GO:0021798,bio
GO:0021812,bio
GO:0021836,bio
GO:0050919,bio
GO:0021846,bio
GO:0061351,bio
GO:0021854,bio
GO:0021895,bio
GO:0021903,bio
GO:0030182,bio
GO:0021954,bio
GO:0048666,bio
GO:0021972,bio
GO:0021983,bio
GO:0022008,bio
GO:0022009,bio
GO:0022010,bio
GO:0042552,bio
GO:0022011,bio
GO:0022028,bio
GO:0022400,bio
GO:0042633,bio
GO:0022407,bio
GO:0022408,bio
GO:0022409,bio
GO:0022417,bio
GO:0022612,bio
GO:0022614,bio
GO:0022615,bio
GO:0030198,bio
GO:0022898,bio
GO:0022900,bio
GO:0023016,bio
GO:0023019,bio
GO:0023021,bio
GO:0023041,bio
GO:0030007,bio
GO:0055075,bio
GO:0030011,bio
GO:0030029,bio
GO:0030030,bio
GO:0030031,bio
GO:0030033,bio
GO:0030035,bio
GO:0051017,bio
GO:0030041,bio
GO:0030042,bio
GO:0030048,bio
GO:0030049,bio
GO:0033275,bio
GO:0030050,bio
GO:0030070,bio
GO:1901142,bio
GO:0030071,bio
GO:0030072,bio
GO:0030073,bio
GO:0030091,bio
GO:0030100,bio
GO:0030150,bio
GO:0030157,bio
GO:0030162,bio
GO:0051246,bio
GO:0030167,bio
GO:0030174,bio
GO:0090329,bio
GO:0030177,bio
GO:0030183,bio
GO:0030185,bio
GO:0030187,bio
GO:0061041,bio
GO:0090303,bio
GO:0050819,bio
GO:0061045,bio
GO:0030199,bio
GO:0030200,bio
GO:0050655,bio
GO:0030206,bio
GO:0050650,bio
GO:0030208,bio
GO:0050651,bio
GO:0030209,bio
GO:0030210,bio
GO:0030212,bio
GO:0030213,bio
GO:0030214,bio
GO:0043588,bio
GO:0030218,bio
GO:0034101,bio
GO:0030219,bio
GO:0030220,bio
GO:0036344,bio
GO:0030223,bio
GO:0030851,bio
GO:0030224,bio
GO:0030225,bio
GO:0030237,bio
GO:0031032,bio
GO:0030240,bio
GO:0030241,bio
GO:0030252,bio
GO:0030259,bio
GO:0070085,bio
GO:0030263,bio
GO:0030277,bio
GO:0030278,bio
GO:0030279,bio
GO:0030282,bio
GO:0031214,bio
GO:0030299,bio
GO:0030301,bio
GO:0030307,bio
GO:0045927,bio
GO:0030308,bio
GO:0045926,bio
GO:0030311,bio
GO:0030316,bio
GO:0030317,bio
GO:0030321,bio
GO:0070633,bio
GO:0030322,bio
GO:0030323,bio
GO:0030324,bio
GO:0030325,bio
GO:0030326,bio
GO:0035108,bio
GO:0030327,bio
GO:0072331,bio
GO:0042770,bio
GO:2000145,bio
GO:2000147,bio
GO:2000146,bio
GO:0030388,bio
GO:0030422,bio
GO:0030423,bio
GO:0030432,bio
GO:0030433,bio
GO:0043161,bio
GO:0036503,bio
GO:0030488,bio
GO:0030500,bio
GO:0030501,bio
GO:0070169,bio
GO:0045778,bio
GO:0030502,bio
GO:0070168,bio
GO:0030505,bio
GO:0071773,bio
GO:0030510,bio
GO:0030511,bio
GO:0030512,bio
GO:1903845,bio
GO:0030513,bio
GO:0030514,bio
GO:0090288,bio
GO:0030516,bio
GO:0048675,bio
GO:0048638,bio
GO:0050770,bio
GO:0030517,bio
GO:0030518,bio
GO:0043401,bio
GO:0030520,bio
GO:0030521,bio
GO:0030539,bio
GO:0048806,bio
GO:0061458,bio
GO:0030540,bio
GO:0030578,bio
GO:0030579,bio
GO:0030593,bio
GO:1990266,bio
GO:0071621,bio
GO:0060326,bio
GO:0030641,bio
GO:0030643,bio
GO:0055062,bio
GO:0030644,bio
GO:0055064,bio
GO:0045980,bio
GO:0030801,bio
GO:0030814,bio
GO:0030816,bio
GO:0030818,bio
GO:0030819,bio
GO:0030822,bio
GO:0030823,bio
GO:0030825,bio
GO:0030828,bio
GO:0032956,bio
GO:0030833,bio
GO:0030834,bio
GO:0030835,bio
GO:0030836,bio
GO:0051495,bio
GO:0030837,bio
GO:0030838,bio
GO:0032273,bio
GO:0030845,bio
GO:0030853,bio
GO:0030854,bio
GO:0030857,bio
GO:0030858,bio
GO:0030866,bio
GO:0030878,bio
GO:0030888,bio
GO:0042100,bio
GO:0050864,bio
GO:0030889,bio
GO:0050672,bio
GO:0030890,bio
GO:0050671,bio
GO:0050871,bio
GO:0030901,bio
GO:0030913,bio
GO:0048010,bio
GO:0030948,bio
GO:0030949,bio
GO:0030950,bio
GO:0030951,bio
GO:0030953,bio
GO:0031122,bio
GO:0030961,bio
GO:0034620,bio
GO:0030970,bio
GO:0032527,bio
GO:0030997,bio
GO:0031000,bio
GO:0031016,bio
GO:0031047,bio
GO:0071359,bio
GO:0031052,bio
GO:0031053,bio
GO:0035196,bio
GO:0031054,bio
GO:0031056,bio
GO:0031058,bio
GO:0031062,bio
GO:0090311,bio
GO:0031064,bio
GO:0031065,bio
GO:0090312,bio
GO:0031069,bio
GO:0048730,bio
GO:0031081,bio
GO:0031086,bio
GO:0031098,bio
GO:0031110,bio
GO:0070507,bio
GO:0031115,bio
GO:0031116,bio
GO:0031117,bio
GO:0031134,bio
GO:0031145,bio
GO:0031146,bio
GO:0031223,bio
GO:0031247,bio
GO:0031274,bio
GO:0031281,bio
GO:0031284,bio
GO:0051349,bio
GO:0031290,bio
GO:0031291,bio
GO:0031293,bio
GO:0031295,bio
GO:0050870,bio
GO:0031296,bio
GO:0031297,bio
GO:0031334,bio
GO:0031340,bio
GO:0031344,bio
GO:0031393,bio
GO:0045717,bio
GO:0031396,bio
GO:0031397,bio
GO:0031398,bio
GO:0032270,bio
GO:0031424,bio
GO:0031439,bio
GO:0031440,bio
GO:0050684,bio
GO:0031442,bio
GO:0031507,bio
GO:0031448,bio
GO:0031449,bio
GO:0031453,bio
GO:0045799,bio
GO:0031503,bio
GO:0070828,bio
GO:0031529,bio
GO:0031532,bio
GO:0031536,bio
GO:0045840,bio
GO:0031547,bio
GO:0031571,bio
GO:0044783,bio
GO:0031573,bio
GO:0031581,bio
GO:0031584,bio
GO:1901019,bio
GO:0050848,bio
GO:0031587,bio
GO:0051281,bio
GO:0050850,bio
GO:2001259,bio
GO:0031627,bio
GO:0031635,bio
GO:0038003,bio
GO:0031638,bio
GO:0031640,bio
GO:0031641,bio
GO:0031642,bio
GO:0031647,bio
GO:0031648,bio
GO:2000045,bio
GO:0031658,bio
GO:0045736,bio
GO:0031659,bio
GO:0045737,bio
GO:0031662,bio
GO:0031663,bio
GO:0071222,bio
GO:0031664,bio
GO:0031665,bio
GO:0031666,bio
GO:0031668,bio
GO:0031670,bio
GO:0031848,bio
GO:0043247,bio
GO:0031860,bio
GO:0031929,bio
GO:0060968,bio
GO:0045815,bio
GO:0031937,bio
GO:0031943,bio
GO:0032350,bio
GO:0031952,bio
GO:0046777,bio
GO:0031953,bio
GO:0031954,bio
GO:0031990,bio
GO:0034605,bio
GO:0031998,bio
GO:0031999,bio
GO:0046322,bio
GO:0032000,bio
GO:0046321,bio
GO:0032006,bio
GO:0032007,bio
GO:0032008,bio
GO:0032020,bio
GO:0032024,bio
GO:0090277,bio
GO:0050796,bio
GO:0050714,bio
GO:0032026,bio
GO:0032049,bio
GO:0045727,bio
GO:0032060,bio
GO:0032071,bio
GO:0032072,bio
GO:0032074,bio
GO:0032076,bio
GO:0032077,bio
GO:0032078,bio
GO:0032079,bio
GO:0032088,bio
GO:0043433,bio
GO:0043393,bio
GO:0051100,bio
GO:0032092,bio
GO:0051099,bio
GO:0032094,bio
GO:0032098,bio
GO:0032119,bio
GO:0051238,bio
GO:0032148,bio
GO:0032202,bio
GO:0032203,bio
GO:0032204,bio
GO:0033044,bio
GO:0032205,bio
GO:2001251,bio
GO:0032206,bio
GO:2001252,bio
GO:0032208,bio
GO:0032210,bio
GO:1904356,bio
GO:0032211,bio
GO:1904357,bio
GO:2000279,bio
GO:0032212,bio
GO:1904358,bio
GO:2000573,bio
GO:0032218,bio
GO:0050804,bio
GO:0050805,bio
GO:0032231,bio
GO:0032232,bio
GO:0032233,bio
GO:0032237,bio
GO:1901341,bio
GO:0051051,bio
GO:0032259,bio
GO:0032261,bio
GO:0051247,bio
GO:0032274,bio
GO:0032275,bio
GO:0032286,bio
GO:0032289,bio
GO:0032305,bio
GO:0032310,bio
GO:0032308,bio
GO:0046717,bio
GO:0032324,bio
GO:0046039,bio
GO:0032331,bio
GO:0061037,bio
GO:0032332,bio
GO:0061036,bio
GO:0032342,bio
GO:0032348,bio
GO:0032349,bio
GO:0046885,bio
GO:0032354,bio
GO:0032355,bio
GO:0033993,bio
GO:0032364,bio
GO:0032366,bio
GO:0032367,bio
GO:0032369,bio
GO:0032375,bio
GO:0032387,bio
GO:0032388,bio
GO:0032383,bio
GO:0032385,bio
GO:0032400,bio
GO:0032402,bio
GO:0032410,bio
GO:0032411,bio
GO:0034765,bio
GO:0032414,bio
GO:0034767,bio
GO:2000649,bio
GO:0032417,bio
GO:2000651,bio
GO:0032418,bio
GO:0051640,bio
GO:0032423,bio
GO:0032425,bio
GO:0045739,bio
GO:0032430,bio
GO:0032431,bio
GO:0032434,bio
GO:0061136,bio
GO:0032435,bio
GO:1901799,bio
GO:0032436,bio
GO:1901800,bio
GO:0032438,bio
GO:0032456,bio
GO:0032459,bio
GO:0051259,bio
GO:0032460,bio
GO:0032461,bio
GO:0032462,bio
GO:0051260,bio
GO:0032463,bio
GO:0032464,bio
GO:0032465,bio
GO:0051302,bio
GO:0032466,bio
GO:0051782,bio
GO:0032467,bio
GO:0051781,bio
GO:0090068,bio
GO:0032468,bio
GO:0032469,bio
GO:0032470,bio
GO:0032471,bio
GO:0032472,bio
GO:0032479,bio
GO:0032480,bio
GO:0032481,bio
GO:0032485,bio
GO:0046578,bio
GO:0032486,bio
GO:0032487,bio
GO:0032488,bio
GO:0032489,bio
GO:0035023,bio
GO:0032490,bio
GO:0032494,bio
GO:0032495,bio
GO:0032496,bio
GO:0032497,bio
GO:0032498,bio
GO:0045185,bio
GO:0032509,bio
GO:0071985,bio
GO:0032510,bio
GO:0032515,bio
GO:0035308,bio
GO:0043666,bio
GO:0032516,bio
GO:0035307,bio
GO:0032526,bio
GO:0032534,bio
GO:0032543,bio
GO:0032570,bio
GO:0032581,bio
GO:0051668,bio
GO:1903044,bio
GO:0032597,bio
GO:0032608,bio
GO:0032609,bio
GO:0032613,bio
GO:0032640,bio
GO:0032642,bio
GO:0032648,bio
GO:0032649,bio
GO:0032675,bio
GO:0032680,bio
GO:0032682,bio
GO:0032685,bio
GO:0032687,bio
GO:0032688,bio
GO:0032689,bio
GO:0032691,bio
GO:0032693,bio
GO:0032695,bio
GO:0032696,bio
GO:0032700,bio
GO:0032701,bio
GO:0032703,bio
GO:0032707,bio
GO:0032713,bio
GO:0032714,bio
GO:0032715,bio
GO:0032717,bio
GO:0032720,bio
GO:1903556,bio
GO:0032722,bio
GO:0032725,bio
GO:0032727,bio
GO:0032728,bio
GO:0032729,bio
GO:0032731,bio
GO:0032733,bio
GO:0032735,bio
GO:0032736,bio
GO:0032738,bio
GO:0032740,bio
GO:0032743,bio
GO:0032747,bio
GO:0032753,bio
GO:0032754,bio
GO:0032755,bio
